,구분,죄종,발생검거,건수,date
4483,강북,강도,검거,10.0,2014-01-01
4484,강북,강간,발생,189.0,2014-01-01
4485,강북,강간,검거,152.0,2014-01-01
4486,강북,절도,발생,1494.0,2014-01-01
4487,강북,절도,검거,575.0,2014-01-01
4488,강북,폭력,발생,2320.0,2014-01-01
4489,강북,폭력,검거,2064.0,2014-01-01
4490,금천,살인,발생,7.0,2014-01-01
4491,금천,살인,검거,7.0,2014-01-01
4492,금천,강도,발생,9.0,2014-01-01
4493,금천,강도,검거,6.0,2014-01-01
4494,금천,강간,발생,162.0,2014-01-01
4495,금천,강간,검거,133.0,2014-01-01
4496,금천,절도,발생,1552.0,2014-01-01
4497,금천,절도,검거,496.0,2014-01-01
4498,금천,폭력,발생,2112.0,2014-01-01
4499,금천,폭력,검거,1792.0,2014-01-01
4500,중랑,살인,발생,11.0,2014-01-01
4501,중랑,살인,검거,10.0,2014-01-01
4502,중랑,강도,발생,14.0,2014-01-01
4503,중랑,강도,검거,11.0,2014-01-01
4504,중랑,강간,발생,163.0,2014-01-01
4505,중랑,강간,검거,118.0,2014-01-01
4506,중랑,절도,발생,2390.0,2014-01-01
4507,중랑,절도,검거,823.0,2014-01-01
4508,중랑,폭력,발생,2775.0,2014-01-01
4509,중랑,폭력,검거,2297.0,2014-01-01
4510,강남,살인,발생,8.0,2014-01-01
4511,강남,살인,검거,4.0,2014-01-01
4512,강남,강도,발생,19.0,2014-01-01
4513,강남,강도,검거,17.0,2014-01-01
4514,강남,강간,발생,373.0,2014-01-01
4515,강남,강간,검거,288.0,2014-01-01
4516,강남,절도,발생,2340.0,2014-01-01
4517,강남,절도,검거,786.0,2014-01-01
4518,강남,폭력,발생,2685.0,2014-01-01
4519,강남,폭력,검거,2234.0,2014-01-01
4520,관악,살인,발생,7.0,2014-01-01
4521,관악,살인,검거,8.0,2014-01-01
4522,관악,강도,발생,25.0,2014-01-01
4523,관악,강도,검거,22.0,2014-01-01
4524,관악,강간,발생,361.0,2014-01-01
4525,관악,강간,검거,238.0,2014-01-01
4526,관악,절도,발생,3029.0,2014-01-01
4527,관악,절도,검거,784.0,2014-01-01
4528,관악,폭력,발생,3359.0,2014-01-01
4529,관악,폭력,검거,2649.0,2014-01-01
4530,강서,살인,발생,8.0,2014-01-01
4531,강서,살인,검거,6.0,2014-01-01
4532,강서,강도,발생,9.0,2014-01-01
4533,강서,강도,검거,9.0,2014-01-01
4534,강서,강간,발생,214.0,2014-01-01
4535,강서,강간,검거,179.0,2014-01-01
4536,강서,절도,발생,2341.0,2014-01-01
4537,강서,절도,검거,734.0,2014-01-01
4538,강서,폭력,발생,2717.0,2014-01-01
4539,강서,폭력,검거,2297.0,2014-01-01
4540,강동,살인,발생,5.0,2014-01-01
4541,강동,살인,검거,4.0,2014-01-01
4542,강동,강도,발생,10.0,2014-01-01
4543,강동,강도,검거,8.0,2014-01-01
4544,강동,강간,발생,148.0,2014-01-01
4545,강동,강간,검거,129.0,2014-01-01
4546,강동,절도,발생,2425.0,2014-01-01
4547,강동,절도,검거,827.0,2014-01-01
4548,강동,폭력,발생,2804.0,2014-01-01
4549,강동,폭력,검거,2317.0,2014-01-01
4550,종암,살인,발생,2.0,2014-01-01
4551,종암,살인,검거,2.0,2014-01-01
4552,종암,강도,발생,9.0,2014-01-01
4553,종암,강도,검거,15.0,2014-01-01
4554,종암,강간,발생,72.0,2014-01-01
4555,종암,강간,검거,51.0,2014-01-01
4556,종암,절도,발생,989.0,2014-01-01
4557,종암,절도,검거,573.0,2014-01-01
4558,종암,폭력,발생,1072.0,2014-01-01
4559,종암,폭력,검거,907.0,2014-01-01
4560,구로,살인,발생,3.0,2014-01-01
4561,구로,살인,검거,3.0,2014-01-01
4562,구로,강도,발생,14.0,2014-01-01
4563,구로,강도,검거,10.0,2014-01-01
4564,구로,강간,발생,252.0,2014-01-01
4565,구로,강간,검거,186.0,2014-01-01
4566,구로,절도,발생,2377.0,2014-01-01
4567,구로,절도,검거,579.0,2014-01-01
4568,구로,폭력,발생,2743.0,2014-01-01
4569,구로,폭력,검거,2207.0,2014-01-01
4570,서초,살인,발생,4.0,2014-01-01
4571,서초,살인,검거,6.0,2014-01-01
4572,서초,강도,발생,12.0,2014-01-01
4573,서초,강도,검거,10.0,2014-01-01
4574,서초,강간,발생,224.0,2014-01-01
4575,서초,강간,검거,145.0,2014-01-01
4576,서초,절도,발생,2018.0,2014-01-01
4577,서초,절도,검거,587.0,2014-01-01
4578,서초,폭력,발생,1820.0,2014-01-01
4579,서초,폭력,검거,1561.0,2014-01-01
4580,양천,살인,발생,5.0,2014-01-01
4581,양천,살인,검거,5.0,2014-01-01
4582,양천,강도,발생,11.0,2014-01-01
4583,양천,강도,검거,10.0,2014-01-01
4584,양천,강간,발생,129.0,2014-01-01
4585,양천,강간,검거,96.0,2014-01-01
4586,양천,절도,발생,2058.0,2014-01-01
4587,양천,절도,검거,630.0,2014-01-01
4588,양천,폭력,발생,2439.0,2014-01-01
4589,양천,폭력,검거,1913.0,2014-01-01
4590,송파,살인,발생,9.0,2014-01-01
4591,송파,살인,검거,8.0,2014-01-01
4592,송파,강도,발생,9.0,2014-01-01
4593,송파,강도,검거,10.0,2014-01-01
4594,송파,강간,발생,255.0,2014-01-01
4595,송파,강간,검거,195.0,2014-01-01
4596,송파,절도,발생,4199.0,2014-01-01
4597,송파,절도,검거,885.0,2014-01-01
4598,송파,폭력,발생,3532.0,2014-01-01
4599,송파,폭력,검거,2884.0,2014-01-01
4600,노원,살인,발생,5.0,2014-01-01
4601,노원,살인,검거,4.0,2014-01-01
4602,노원,강도,발생,8.0,2014-01-01
4603,노원,강도,검거,7.0,2014-01-01
4604,노원,강간,발생,173.0,2014-01-01
4605,노원,강간,검거,136.0,2014-01-01
4606,노원,절도,발생,2404.0,2014-01-01
4607,노원,절도,검거,803.0,2014-01-01
4608,노원,폭력,발생,2722.0,2014-01-01
4609,노원,폭력,검거,2350.0,2014-01-01
4610,방배,살인,발생,2.0,2014-01-01
4611,방배,살인,검거,3.0,2014-01-01
4612,방배,강도,발생,2.0,2014-01-01
4613,방배,강도,검거,2.0,2014-01-01
4614,방배,강간,발생,61.0,2014-01-01
4615,방배,강간,검거,39.0,2014-01-01
4616,방배,절도,발생,729.0,2014-01-01
4617,방배,절도,검거,195.0,2014-01-01
4618,방배,폭력,발생,686.0,2014-01-01
4619,방배,폭력,검거,574.0,2014-01-01
4620,은평,살인,발생,5.0,2014-01-01
4621,은평,살인,검거,3.0,2014-01-01
4622,은평,강도,발생,11.0,2014-01-01
4623,은평,강도,검거,10.0,2014-01-01
4624,은평,강간,발생,114.0,2014-01-01
4625,은평,강간,검거,101.0,2014-01-01
4626,은평,절도,발생,1342.0,2014-01-01
4627,은평,절도,검거,433.0,2014-01-01
4628,은평,폭력,발생,1559.0,2014-01-01
4629,은평,폭력,검거,1280.0,2014-01-01
4630,도봉,살인,발생,6.0,2014-01-01
4631,도봉,살인,검거,7.0,2014-01-01
4632,도봉,강도,발생,11.0,2014-01-01
4633,도봉,강도,검거,15.0,2014-01-01
4634,도봉,강간,발생,172.0,2014-01-01
4635,도봉,강간,검거,159.0,2014-01-01
4636,도봉,절도,발생,1350.0,2014-01-01
4637,도봉,절도,검거,478.0,2014-01-01
4638,도봉,폭력,발생,1585.0,2014-01-01
4639,도봉,폭력,검거,1327.0,2014-01-01
4640,수서,살인,발생,5.0,2014-01-01
4641,수서,살인,검거,5.0,2014-01-01
4642,수서,강도,발생,18.0,2014-01-01
4643,수서,강도,검거,12.0,2014-01-01
4644,수서,강간,발생,139.0,2014-01-01
4645,수서,강간,검거,115.0,2014-01-01
4646,수서,절도,발생,1555.0,2014-01-01
4647,수서,절도,검거,407.0,2014-01-01
4648,수서,폭력,발생,1709.0,2014-01-01
4649,수서,폭력,검거,1394.0,2014-01-01
4650,중부,살인,발생,2.0,2015-01-01
4651,중부,살인,검거,2.0,2015-01-01
4652,중부,강도,발생,3.0,2015-01-01
4653,중부,강도,검거,2.0,2015-01-01
4654,중부,강간,발생,105.0,2015-01-01
4655,중부,강간,검거,65.0,2015-01-01
4656,중부,절도,발생,1395.0,2015-01-01
4657,중부,절도,검거,477.0,2015-01-01
4658,중부,폭력,발생,1355.0,2015-01-01
4659,중부,폭력,검거,1170.0,2015-01-01
4660,종로,살인,발생,3.0,2015-01-01
4661,종로,살인,검거,3.0,2015-01-01
4662,종로,강도,발생,6.0,2015-01-01
4663,종로,강도,검거,5.0,2015-01-01
4664,종로,강간,발생,115.0,2015-01-01
4665,종로,강간,검거,98.0,2015-01-01
4666,종로,절도,발생,1070.0,2015-01-01
4667,종로,절도,검거,413.0,2015-01-01
4668,종로,폭력,발생,1278.0,2015-01-01
4669,종로,폭력,검거,1070.0,2015-01-01
4670,남대문,살인,발생,1.0,2015-01-01
4671,남대문,살인,검거,0.0,2015-01-01
4672,남대문,강도,발생,6.0,2015-01-01
4673,남대문,강도,검거,4.0,2015-01-01
4674,남대문,강간,발생,65.0,2015-01-01
4675,남대문,강간,검거,46.0,2015-01-01
4676,남대문,절도,발생,1153.0,2015-01-01
4677,남대문,절도,검거,382.0,2015-01-01
4678,남대문,폭력,발생,869.0,2015-01-01
4679,남대문,폭력,검거,794.0,2015-01-01
4680,서대문,살인,발생,2.0,2015-01-01
4681,서대문,살인,검거,2.0,2015-01-01
4682,서대문,강도,발생,5.0,2015-01-01
4683,서대문,강도,검거,4.0,2015-01-01
4684,서대문,강간,발생,154.0,2015-01-01
4685,서대문,강간,검거,124.0,2015-01-01
4686,서대문,절도,발생,1812.0,2015-01-01
4687,서대문,절도,검거,738.0,2015-01-01
4688,서대문,폭력,발생,2056.0,2015-01-01
4689,서대문,폭력,검거,1711.0,2015-01-01
4690,혜화,살인,발생,3.0,2015-01-01
4691,혜화,살인,검거,2.0,2015-01-01
4692,혜화,강도,발생,5.0,2015-01-01
4693,혜화,강도,검거,4.0,2015-01-01
4694,혜화,강간,발생,96.0,2015-01-01
4695,혜화,강간,검거,63.0,2015-01-01
4696,혜화,절도,발생,1114.0,2015-01-01
4697,혜화,절도,검거,424.0,2015-01-01
4698,혜화,폭력,발생,1015.0,2015-01-01
4699,혜화,폭력,검거,861.0,2015-01-01
4700,용산,살인,발생,5.0,2015-01-01
4701,용산,살인,검거,5.0,2015-01-01
4702,용산,강도,발생,14.0,2015-01-01
4703,용산,강도,검거,14.0,2015-01-01
4704,용산,강간,발생,194.0,2015-01-01
4705,용산,강간,검거,173.0,2015-01-01
4706,용산,절도,발생,1557.0,2015-01-01
4707,용산,절도,검거,587.0,2015-01-01
4708,용산,폭력,발생,2050.0,2015-01-01
4709,용산,폭력,검거,1704.0,2015-01-01
4710,성북,살인,발생,2.0,2015-01-01
4711,성북,살인,검거,2.0,2015-01-01
4712,성북,강도,발생,2.0,2015-01-01
4713,성북,강도,검거,1.0,2015-01-01
4714,성북,강간,발생,86.0,2015-01-01
4715,성북,강간,검거,71.0,2015-01-01
4716,성북,절도,발생,953.0,2015-01-01
4717,성북,절도,검거,409.0,2015-01-01
4718,성북,폭력,발생,1194.0,2015-01-01
4719,성북,폭력,검거,1015.0,2015-01-01
4720,동대문,살인,발생,5.0,2015-01-01
4721,동대문,살인,검거,5.0,2015-01-01
4722,동대문,강도,발생,13.0,2015-01-01
4723,동대문,강도,검거,13.0,2015-01-01
4724,동대문,강간,발생,173.0,2015-01-01
4725,동대문,강간,검거,146.0,2015-01-01
4726,동대문,절도,발생,1981.0,2015-01-01
4727,동대문,절도,검거,814.0,2015-01-01
4728,동대문,폭력,발생,2548.0,2015-01-01
4729,동대문,폭력,검거,2227.0,2015-01-01
4730,마포,살인,발생,8.0,2015-01-01
4731,마포,살인,검거,8.0,2015-01-01
4732,마포,강도,발생,14.0,2015-01-01
4733,마포,강도,검거,10.0,2015-01-01
4734,마포,강간,발생,294.0,2015-01-01
4735,마포,강간,검거,247.0,2015-01-01
4736,마포,절도,발생,2555.0,2015-01-01
4737,마포,절도,검거,813.0,2015-01-01
4738,마포,폭력,발생,2983.0,2015-01-01
4739,마포,폭력,검거,2519.0,2015-01-01
4740,영등포,살인,발생,14.0,2015-01-01
4741,영등포,살인,검거,12.0,2015-01-01
4742,영등포,강도,발생,22.0,2015-01-01
4743,영등포,강도,검거,20.0,2015-01-01
4744,영등포,강간,발생,295.0,2015-01-01
4745,영등포,강간,검거,183.0,2015-01-01
4746,영등포,절도,발생,2964.0,2015-01-01
4747,영등포,절도,검거,978.0,2015-01-01
4748,영등포,폭력,발생,3572.0,2015-01-01
4749,영등포,폭력,검거,2961.0,2015-01-01
4750,성동,살인,발생,4.0,2015-01-01
4751,성동,살인,검거,4.0,2015-01-01
4752,성동,강도,발생,9.0,2015-01-01
4753,성동,강도,검거,8.0,2015-01-01
4754,성동,강간,발생,126.0,2015-01-01
4755,성동,강간,검거,119.0,2015-01-01
4756,성동,절도,발생,1607.0,2015-01-01
4757,성동,절도,검거,597.0,2015-01-01
4758,성동,폭력,발생,1612.0,2015-01-01
4759,성동,폭력,검거,1395.0,2015-01-01
4760,동작,살인,발생,5.0,2015-01-01
4761,동작,살인,검거,5.0,2015-01-01
4762,동작,강도,발생,9.0,2015-01-01
4763,동작,강도,검거,5.0,2015-01-01
4764,동작,강간,발생,285.0,2015-01-01
4765,동작,강간,검거,139.0,2015-01-01
4766,동작,절도,발생,1865.0,2015-01-01
4767,동작,절도,검거,661.0,2015-01-01
4768,동작,폭력,발생,1910.0,2015-01-01
4769,동작,폭력,검거,1587.0,2015-01-01
4770,광진,살인,발생,4.0,2015-01-01
4771,광진,살인,검거,4.0,2015-01-01
4772,광진,강도,발생,14.0,2015-01-01
4773,광진,강도,검거,26.0,2015-01-01
4774,광진,강간,발생,240.0,2015-01-01
4775,광진,강간,검거,220.0,2015-01-01
4776,광진,절도,발생,3026.0,2015-01-01
4777,광진,절도,검거,1277.0,2015-01-01
4778,광진,폭력,발생,2625.0,2015-01-01
4779,광진,폭력,검거,2180.0,2015-01-01
4780,서부,살인,발생,2.0,2015-01-01
4781,서부,살인,검거,2.0,2015-01-01
4782,서부,강도,발생,2.0,2015-01-01
4783,서부,강도,검거,1.0,2015-01-01
4784,서부,강간,발생,70.0,2015-01-01
4785,서부,강간,검거,59.0,2015-01-01
4786,서부,절도,발생,819.0,2015-01-01
4787,서부,절도,검거,293.0,2015-01-01
4788,서부,폭력,발생,1192.0,2015-01-01
4789,서부,폭력,검거,1038.0,2015-01-01
4790,강북,살인,발생,7.0,2015-01-01
4791,강북,살인,검거,8.0,2015-01-01
4792,강북,강도,발생,14.0,2015-01-01
4793,강북,강도,검거,13.0,2015-01-01
4794,강북,강간,발생,153.0,2015-01-01
4795,강북,강간,검거,126.0,2015-01-01
4796,강북,절도,발생,1434.0,2015-01-01
4797,강북,절도,검거,618.0,2015-01-01
4798,강북,폭력,발생,2649.0,2015-01-01
4799,강북,폭력,검거,2348.0,2015-01-01
4800,금천,살인,발생,3.0,2015-01-01
4801,금천,살인,검거,4.0,2015-01-01
4802,금천,강도,발생,6.0,2015-01-01
4803,금천,강도,검거,6.0,2015-01-01
4804,금천,강간,발생,151.0,2015-01-01
4805,금천,강간,검거,122.0,2015-01-01
4806,금천,절도,발생,1567.0,2015-01-01
4807,금천,절도,검거,888.0,2015-01-01
4808,금천,폭력,발생,2054.0,2015-01-01
4809,금천,폭력,검거,1776.0,2015-01-01
4810,중랑,살인,발생,13.0,2015-01-01
4811,중랑,살인,검거,12.0,2015-01-01
4812,중랑,강도,발생,11.0,2015-01-01
4813,중랑,강도,검거,9.0,2015-01-01
4814,중랑,강간,발생,187.0,2015-01-01
4815,중랑,강간,검거,148.0,2015-01-01
4816,중랑,절도,발생,2135.0,2015-01-01
4817,중랑,절도,검거,829.0,2015-01-01
4818,중랑,폭력,발생,2847.0,2015-01-01
4819,중랑,폭력,검거,2407.0,2015-01-01
4820,강남,살인,발생,3.0,2015-01-01
4821,강남,살인,검거,3.0,2015-01-01
4822,강남,강도,발생,15.0,2015-01-01
4823,강남,강도,검거,12.0,2015-01-01
4824,강남,강간,발생,300.0,2015-01-01
4825,강남,강간,검거,225.0,2015-01-01
4826,강남,절도,발생,2411.0,2015-01-01
4827,강남,절도,검거,984.0,2015-01-01
4828,강남,폭력,발생,2465.0,2015-01-01
4829,강남,폭력,검거,2146.0,2015-01-01
4830,관악,살인,발생,9.0,2015-01-01
4831,관악,살인,검거,8.0,2015-01-01
4832,관악,강도,발생,12.0,2015-01-01
4833,관악,강도,검거,14.0,2015-01-01
4834,관악,강간,발생,320.0,2015-01-01
4835,관악,강간,검거,221.0,2015-01-01
4836,관악,절도,발생,2706.0,2015-01-01
4837,관악,절도,검거,827.0,2015-01-01
4838,관악,폭력,발생,3298.0,2015-01-01
4839,관악,폭력,검거,2642.0,2015-01-01
4840,강서,살인,발생,7.0,2015-01-01
4841,강서,살인,검거,8.0,2015-01-01
4842,강서,강도,발생,13.0,2015-01-01
4843,강서,강도,검거,13.0,2015-01-01
4844,강서,강간,발생,262.0,2015-01-01
4845,강서,강간,검거,191.0,2015-01-01
4846,강서,절도,발생,2096.0,2015-01-01
4847,강서,절도,검거,1260.0,2015-01-01
4848,강서,폭력,발생,3207.0,2015-01-01
4849,강서,폭력,검거,2718.0,2015-01-01
4850,강동,살인,발생,4.0,2015-01-01
4851,강동,살인,검거,3.0,2015-01-01
4852,강동,강도,발생,6.0,2015-01-01
4853,강동,강도,검거,8.0,2015-01-01
4854,강동,강간,발생,156.0,2015-01-01
4855,강동,강간,검거,123.0,2015-01-01
4856,강동,절도,발생,2366.0,2015-01-01
4857,강동,절도,검거,789.0,2015-01-01
4858,강동,폭력,발생,2712.0,2015-01-01
4859,강동,폭력,검거,2248.0,2015-01-01
4860,종암,살인,발생,3.0,2015-01-01
4861,종암,살인,검거,3.0,2015-01-01
4862,종암,강도,발생,3.0,2015-01-01
4863,종암,강도,검거,3.0,2015-01-01
4864,종암,강간,발생,64.0,2015-01-01
4865,종암,강간,검거,53.0,2015-01-01
4866,종암,절도,발생,832.0,2015-01-01
4867,종암,절도,검거,332.0,2015-01-01
4868,종암,폭력,발생,1015.0,2015-01-01
4869,종암,폭력,검거,840.0,2015-01-01
4870,구로,살인,발생,8.0,2015-01-01
4871,구로,살인,검거,6.0,2015-01-01
4872,구로,강도,발생,15.0,2015-01-01
4873,구로,강도,검거,11.0,2015-01-01
4874,구로,강간,발생,281.0,2015-01-01
4875,구로,강간,검거,164.0,2015-01-01
4876,구로,절도,발생,2335.0,2015-01-01
4877,구로,절도,검거,889.0,2015-01-01
4878,구로,폭력,발생,3007.0,2015-01-01
4879,구로,폭력,검거,2432.0,2015-01-01
4880,서초,살인,발생,7.0,2015-01-01
4881,서초,살인,검거,4.0,2015-01-01
4882,서초,강도,발생,8.0,2015-01-01
4883,서초,강도,검거,5.0,2015-01-01
4884,서초,강간,발생,334.0,2015-01-01
4885,서초,강간,검거,193.0,2015-01-01
4886,서초,절도,발생,1982.0,2015-01-01
4887,서초,절도,검거,905.0,2015-01-01
4888,서초,폭력,발생,1852.0,2015-01-01
4889,서초,폭력,검거,1607.0,2015-01-01
4890,양천,살인,발생,3.0,2015-01-01
4891,양천,살인,검거,5.0,2015-01-01
4892,양천,강도,발생,6.0,2015-01-01
4893,양천,강도,검거,3.0,2015-01-01
4894,양천,강간,발생,120.0,2015-01-01
4895,양천,강간,검거,105.0,2015-01-01
4896,양천,절도,발생,1890.0,2015-01-01
4897,양천,절도,검거,672.0,2015-01-01
4898,양천,폭력,발생,2509.0,2015-01-01
4899,양천,폭력,검거,2030.0,2015-01-01
4900,송파,살인,발생,11.0,2015-01-01
4901,송파,살인,검거,10.0,2015-01-01
4902,송파,강도,발생,13.0,2015-01-01
4903,송파,강도,검거,10.0,2015-01-01
4904,송파,강간,발생,220.0,2015-01-01
4905,송파,강간,검거,178.0,2015-01-01
4906,송파,절도,발생,3239.0,2015-01-01
4907,송파,절도,검거,1129.0,2015-01-01
4908,송파,폭력,발생,3295.0,2015-01-01
4909,송파,폭력,검거,2786.0,2015-01-01
4910,노원,살인,발생,10.0,2015-01-01
4911,노원,살인,검거,10.0,2015-01-01
4912,노원,강도,발생,7.0,2015-01-01
4913,노원,강도,검거,7.0,2015-01-01
4914,노원,강간,발생,197.0,2015-01-01
4915,노원,강간,검거,121.0,2015-01-01
4916,노원,절도,발생,2193.0,2015-01-01
4917,노원,절도,검거,801.0,2015-01-01
4918,노원,폭력,발생,2723.0,2015-01-01
4919,노원,폭력,검거,2329.0,2015-01-01
4920,방배,살인,발생,1.0,2015-01-01
4921,방배,살인,검거,2.0,2015-01-01
4922,방배,강도,발생,1.0,2015-01-01
4923,방배,강도,검거,1.0,2015-01-01
4924,방배,강간,발생,59.0,2015-01-01
4925,방배,강간,검거,56.0,2015-01-01
4926,방배,절도,발생,653.0,2015-01-01
4927,방배,절도,검거,186.0,2015-01-01
4928,방배,폭력,발생,547.0,2015-01-01
4929,방배,폭력,검거,491.0,2015-01-01
4930,은평,살인,발생,1.0,2015-01-01
4931,은평,살인,검거,1.0,2015-01-01
4932,은평,강도,발생,7.0,2015-01-01
4933,은평,강도,검거,5.0,2015-01-01
4934,은평,강간,발생,96.0,2015-01-01
4935,은평,강간,검거,82.0,2015-01-01
4936,은평,절도,발생,1095.0,2015-01-01
4937,은평,절도,검거,418.0,2015-01-01
4938,은평,폭력,발생,1461.0,2015-01-01
4939,은평,폭력,검거,1268.0,2015-01-01
4940,도봉,살인,발생,3.0,2015-01-01
4941,도봉,살인,검거,3.0,2015-01-01
4942,도봉,강도,발생,9.0,2015-01-01
4943,도봉,강도,검거,10.0,2015-01-01
4944,도봉,강간,발생,102.0,2015-01-01
4945,도봉,강간,검거,106.0,2015-01-01
4946,도봉,절도,발생,1063.0,2015-01-01
4947,도봉,절도,검거,478.0,2015-01-01
4948,도봉,폭력,발생,1487.0,2015-01-01
4949,도봉,폭력,검거,1303.0,2015-01-01
4950,수서,살인,발생,10.0,2015-01-01
4951,수서,살인,검거,7.0,2015-01-01
4952,수서,강도,발생,6.0,2015-01-01
4953,수서,강도,검거,6.0,2015-01-01
4954,수서,강간,발생,149.0,2015-01-01
4955,수서,강간,검거,124.0,2015-01-01
4956,수서,절도,발생,1439.0,2015-01-01
4957,수서,절도,검거,666.0,2015-01-01
4958,수서,폭력,발생,1819.0,2015-01-01
4959,수서,폭력,검거,1559.0,2015-01-01
4960,중부,살인,발생,2.0,2016-01-01
4961,중부,살인,검거,2.0,2016-01-01
4962,중부,강도,발생,3.0,2016-01-01
4963,중부,강도,검거,3.0,2016-01-01
4964,중부,강간,발생,141.0,2016-01-01
4965,중부,강간,검거,96.0,2016-01-01
4966,중부,절도,발생,1204.0,2016-01-01
4967,중부,절도,검거,485.0,2016-01-01
4968,중부,폭력,발생,1335.0,2016-01-01
4969,중부,폭력,검거,1164.0,2016-01-01
4970,종로,살인,발생,4.0,2016-01-01
4971,종로,살인,검거,0.0,2016-01-01
4972,종로,강도,발생,6.0,2016-01-01
4973,종로,강도,검거,3.0,2016-01-01
4974,종로,강간,발생,137.0,2016-01-01
4975,종로,강간,검거,113.0,2016-01-01
4976,종로,절도,발생,952.0,2016-01-01
4977,종로,절도,검거,389.0,2016-01-01
4978,종로,폭력,발생,1291.0,2016-01-01
4979,종로,폭력,검거,1135.0,2016-01-01
4980,남대문,살인,발생,1.0,2016-01-01
4981,남대문,살인,검거,1.0,2016-01-01
4982,남대문,강도,발생,5.0,2016-01-01
4983,남대문,강도,검거,4.0,2016-01-01
4984,남대문,강간,발생,57.0,2016-01-01
4985,남대문,강간,검거,52.0,2016-01-01
4986,남대문,절도,발생,946.0,2016-01-01
4987,남대문,절도,검거,429.0,2016-01-01
4988,남대문,폭력,발생,890.0,2016-01-01
4989,남대문,폭력,검거,832.0,2016-01-01
4990,서대문,살인,발생,6.0,2016-01-01
4991,서대문,살인,검거,7.0,2016-01-01
4992,서대문,강도,발생,5.0,2016-01-01
4993,서대문,강도,검거,4.0,2016-01-01
4994,서대문,강간,발생,175.0,2016-01-01
4995,서대문,강간,검거,147.0,2016-01-01
4996,서대문,절도,발생,1503.0,2016-01-01
4997,서대문,절도,검거,752.0,2016-01-01
4998,서대문,폭력,발생,1976.0,2016-01-01
4999,서대문,폭력,검거,1644.0,2016-01-01
5000,혜화,살인,발생,2.0,2016-01-01
5001,혜화,살인,검거,2.0,2016-01-01
5002,혜화,강도,발생,6.0,2016-01-01
5003,혜화,강도,검거,6.0,2016-01-01
5004,혜화,강간,발생,101.0,2016-01-01
5005,혜화,강간,검거,64.0,2016-01-01
5006,혜화,절도,발생,988.0,2016-01-01
5007,혜화,절도,검거,379.0,2016-01-01
5008,혜화,폭력,발생,972.0,2016-01-01
5009,혜화,폭력,검거,842.0,2016-01-01
5010,용산,살인,발생,4.0,2016-01-01
5011,용산,살인,검거,4.0,2016-01-01
5012,용산,강도,발생,9.0,2016-01-01
5013,용산,강도,검거,10.0,2016-01-01
5014,용산,강간,발생,251.0,2016-01-01
5015,용산,강간,검거,214.0,2016-01-01
5016,용산,절도,발생,1489.0,2016-01-01
5017,용산,절도,검거,599.0,2016-01-01
5018,용산,폭력,발생,2384.0,2016-01-01
5019,용산,폭력,검거,2008.0,2016-01-01
5020,성북,살인,발생,2.0,2016-01-01
5021,성북,살인,검거,2.0,2016-01-01
5022,성북,강도,발생,3.0,2016-01-01
5023,성북,강도,검거,3.0,2016-01-01
5024,성북,강간,발생,103.0,2016-01-01
5025,성북,강간,검거,75.0,2016-01-01
5026,성북,절도,발생,790.0,2016-01-01
5027,성북,절도,검거,381.0,2016-01-01
5028,성북,폭력,발생,1176.0,2016-01-01
5029,성북,폭력,검거,1004.0,2016-01-01
5030,동대문,살인,발생,5.0,2016-01-01
5031,동대문,살인,검거,5.0,2016-01-01
5032,동대문,강도,발생,10.0,2016-01-01
5033,동대문,강도,검거,12.0,2016-01-01
5034,동대문,강간,발생,190.0,2016-01-01
5035,동대문,강간,검거,158.0,2016-01-01
5036,동대문,절도,발생,1940.0,2016-01-01
5037,동대문,절도,검거,1071.0,2016-01-01
5038,동대문,폭력,발생,2642.0,2016-01-01
5039,동대문,폭력,검거,2377.0,2016-01-01
5040,마포,살인,발생,4.0,2016-01-01
5041,마포,살인,검거,4.0,2016-01-01
5042,마포,강도,발생,4.0,2016-01-01
5043,마포,강도,검거,7.0,2016-01-01
5044,마포,강간,발생,399.0,2016-01-01
5045,마포,강간,검거,320.0,2016-01-01
5046,마포,절도,발생,2527.0,2016-01-01
5047,마포,절도,검거,940.0,2016-01-01
5048,마포,폭력,발생,2939.0,2016-01-01
5049,마포,폭력,검거,2500.0,2016-01-01
5050,영등포,살인,발생,13.0,2016-01-01
5051,영등포,살인,검거,13.0,2016-01-01
5052,영등포,강도,발생,19.0,2016-01-01
5053,영등포,강도,검거,14.0,2016-01-01
5054,영등포,강간,발생,356.0,2016-01-01
5055,영등포,강간,검거,225.0,2016-01-01
5056,영등포,절도,발생,2341.0,2016-01-01
5057,영등포,절도,검거,940.0,2016-01-01
5058,영등포,폭력,발생,3593.0,2016-01-01
5059,영등포,폭력,검거,3007.0,2016-01-01
5060,성동,살인,발생,4.0,2016-01-01
5061,성동,살인,검거,5.0,2016-01-01
5062,성동,강도,발생,3.0,2016-01-01
5063,성동,강도,검거,5.0,2016-01-01
5064,성동,강간,발생,104.0,2016-01-01
5065,성동,강간,검거,78.0,2016-01-01
5066,성동,절도,발생,1296.0,2016-01-01
5067,성동,절도,검거,896.0,2016-01-01
5068,성동,폭력,발생,1619.0,2016-01-01
5069,성동,폭력,검거,1408.0,2016-01-01
5070,동작,살인,발생,8.0,2016-01-01
5071,동작,살인,검거,6.0,2016-01-01
